symbol	name	alternative_symbols	stable_id	version	unversioned_stable_id	type	so_term	genome_uuid	metadata_name_accession_id	metadata_name_value	metadata_name_url	metadata_name_source_id	metadata_name_source_name	metadata_name_source_description	metadata_name_source_url	metadata_name_source_release	slice_region_assembly_accession_id	slice_region_assembly_organism_scientific_name	slice_region_assembly_organism_species_taxon_id	slice_region_name	slice_region_topology	slice_region_sequence_checksum	slice_location_end	slice_location_length	slice_location_start	slice_strand_code	slice_strand_value
APC	APC regulator of WNT signaling pathway	['DP2', 'DP2.5', 'DP3', 'PPP1R46']	ENSG00000134982.19	19	ENSG00000134982	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:583	APC regulator of WNT signaling pathway	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:583	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	5	linear	f7f05fb7ceea78cbc32ce652c540ff2d	112846239	138722	112707518	forward	1
AR	androgen receptor	['AIS', 'DHTR', 'HUMARA', 'NR3C4', 'SBMA', 'SMAX1']	ENSG00000169083.18	18	ENSG00000169083	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:644	androgen receptor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:644	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	X	linear	49527016a48497d9d1cbd8e4a9049bd3	67730619	186599	67544021	forward	1
ARHGAP1	Rho GTPase activating protein 1	['CDC42GAP', 'P50RHOGAP', 'RHOGAP']	ENSG00000175220.12	12	ENSG00000175220	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:673	Rho GTPase activating protein 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:673	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	11	linear	1511375dc2dd1b633af8cf439ae90cec	46700619	23540	46677080	reverse	-1
BCL2	BCL2 apoptosis regulator	['BCL-2', 'PPP1R50']	ENSG00000171791.14	14	ENSG00000171791	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:990	BCL2 apoptosis regulator	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:990	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	18	linear	11eeaa801f6b0e2e36a1138616b8ee9a	63320128	196783	63123346	reverse	-1
BMPR2	bone morphogenetic protein receptor type 2	['BMPR-II', 'BMPR3', 'BRK-3', 'PPH1', 'T-ALK']	ENSG00000204217.16	16	ENSG00000204217	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:1078	bone morphogenetic protein receptor type 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1078	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	202567751	191425	202376327	forward	1
CCND1	cyclin D1	['BCL1', 'D11S287E', 'PRAD1', 'U21B31']	ENSG00000110092.4	4	ENSG00000110092	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:1582	cyclin D1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1582	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	11	linear	1511375dc2dd1b633af8cf439ae90cec	69654474	13319	69641156	forward	1
CCR5	C-C motif chemokine receptor 5	['CC-CKR-5', 'CD195', 'CKR-5', 'CKR5', 'CMKBR5', 'IDDM22']	ENSG00000160791.14	14	ENSG00000160791	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:1606	C-C motif chemokine receptor 5	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1606	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	3	linear	a48af509898d3736ba95dc0912c0b461	46376206	5261	46370946	forward	1
CD4	CD4 molecule	['LEU-3', 'T4']	ENSG00000010610.10	10	ENSG00000010610	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:1678	CD4 molecule	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1678	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	12	linear	e81e16d3f44337034695a29b97708fce	6820799	33942	6786858	forward	1
CD8A	CD8 subunit alpha	['CD8', 'CD8ALPHA', 'P32']	ENSG00000153563.17	17	ENSG00000153563	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:1706	CD8 subunit alpha	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1706	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	86808396	23787	86784610	reverse	-1
CHEK2	checkpoint kinase 2	['BA444G7', 'CDS1', 'CHK2', 'HUCDS1', 'PP1425', 'RAD53']	ENSG00000183765.24	24	ENSG00000183765	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:16627	checkpoint kinase 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16627	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	22	linear	221733a2a15e2de66d33e73d126c5109	28742422	54680	28687743	reverse	-1
COL1A1	collagen type I alpha 1 chain	['OI4']	ENSG00000108821.14	14	ENSG00000108821	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2197	collagen type I alpha 1 chain	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2197	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	17	linear	a8499ca51d6fb77332c2d242923994eb	50201632	17532	50184101	reverse	-1
CRYAA	crystallin alpha A	['CRYA1', 'HSPB4']	ENSG00000160202.8	8	ENSG00000160202	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2388	crystallin alpha A	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2388	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	21	linear	2f45a3455007b7e271509161e52954a9	43172810	3803	43169008	forward	1
CSF1R	colony stimulating factor 1 receptor	['C-FMS', 'CD115', 'CSFR', 'FMS']	ENSG00000182578.14	14	ENSG00000182578	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2433	colony stimulating factor 1 receptor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2433	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	5	linear	f7f05fb7ceea78cbc32ce652c540ff2d	150113372	60082	150053291	reverse	-1
CTSD	cathepsin D	['CLN10', 'CPSD']	ENSG00000117984.15	15	ENSG00000117984	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2529	cathepsin D	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2529	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	11	linear	1511375dc2dd1b633af8cf439ae90cec	1764573	11822	1752752	reverse	-1
CYCS	cytochrome c, somatic	['CYC', 'HCS']	ENSG00000172115.9	9	ENSG00000172115	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:19986	cytochrome c, somatic	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19986	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	7	linear	94eef2b96fd5a7c8db162c8c74378039	25125260	6605	25118656	reverse	-1
DAXX	death domain associated protein	['DAP6']	ENSG00000206279.10	10	ENSG00000206279	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2681	death domain associated protein	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2681	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_QBL_CTG1	linear	bceeb4190283066a6d0891562b41d164	4523698	10712	4512987	reverse	-1
DAXX	death domain associated protein	['DAP6']	ENSG00000227046.8	8	ENSG00000227046	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2681	death domain associated protein	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2681	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_COX_CTG1	linear	e51d466e4a702acf3c9c5ffdc1ee0c51	4740754	10712	4730043	reverse	-1
DAXX	death domain associated protein	['DAP6']	ENSG00000206206.11	11	ENSG00000206206	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2681	death domain associated protein	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2681	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_DBB_CTG1	linear	0c2ee784f397289b1713ad133fd93d39	4572783	10711	4562073	reverse	-1
DAXX	death domain associated protein	['DAP6']	ENSG00000204209.13	13	ENSG00000204209	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2681	death domain associated protein	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2681	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	6	linear	6a48dfa97e854e3c6f186c8ff973f7dd	33323016	4459	33318558	reverse	-1
DAXX	death domain associated protein	['DAP6']	ENSG00000231617.8	8	ENSG00000231617	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2681	death domain associated protein	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2681	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_MCF_CTG1	linear	ad357767de6beef959952d39200522ea	4765202	10710	4754493	reverse	-1
DAXX	death domain associated protein	['DAP6']	ENSG00000229396.1	1	ENSG00000229396	Gene	lncRNA	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2681	death domain associated protein	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2681	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	HSCHR6_MHC_SSTO_CTG1	linear	a80b1b3c21ac7e7b7acf75178ae3d83c	4777956	283	4777674	reverse	-1
DDX3X	DEAD-box helicase 3 X-linked	['CAP-RF', 'DBX', 'DDX14', 'DDX3', 'HLP2']	ENSG00000215301.11	11	ENSG00000215301	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2745	DEAD-box helicase 3 X-linked	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2745	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	X	linear	49527016a48497d9d1cbd8e4a9049bd3	41364472	31125	41333348	forward	1
DES	desmin	['CMD1I', 'CSM1', 'CSM2', 'LGMD2R']	ENSG00000175084.13	13	ENSG00000175084	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2770	desmin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2770	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	219426735	8359	219418377	forward	1
DHFR	dihydrofolate reductase	['DHFR1']	ENSG00000228716.7	7	ENSG00000228716	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:2861	dihydrofolate reductase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2861	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	5	linear	f7f05fb7ceea78cbc32ce652c540ff2d	80654983	28758	80626226	reverse	-1
EGF	epidermal growth factor	[]	ENSG00000138798.13	13	ENSG00000138798	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3229	epidermal growth factor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3229	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	4	linear	3210fecf1eb92d5489da4346b3fddc6e	110013766	100884	109912883	forward	1
EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	['PEK', 'PERK']	ENSG00000172071.15	15	ENSG00000172071	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3255	eukaryotic translation initiation factor 2 alpha kinase 3	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3255	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	88691518	134778	88556741	reverse	-1
ELN	elastin	['SVAS', 'WBS', 'WS']	ENSG00000049540.19	19	ENSG00000049540	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3327	elastin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3327	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	7	linear	94eef2b96fd5a7c8db162c8c74378039	74069907	42119	74027789	forward	1
ENG	endoglin	['CD105', 'END', 'HHT1', 'ORW', 'ORW1']	ENSG00000106991.15	15	ENSG00000106991	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3349	endoglin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3349	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	9	linear	addd2795560986b7491c40b1faa3978a	127854773	43644	127811130	reverse	-1
ERBB2	erb-b2 receptor tyrosine kinase 2	['C-ERB-2', 'C-ERB2', 'CD340', 'HER-2', 'HER2', 'MLN-19', 'NEU', 'NGL', 'P185(ERBB2)']	ENSG00000141736.14	14	ENSG00000141736	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3430	erb-b2 receptor tyrosine kinase 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3430	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	17	linear	a8499ca51d6fb77332c2d242923994eb	39730426	42513	39687914	forward	1
FAS	Fas cell surface death receptor	['APO-1', 'APT1', 'CD95', 'FAS1', 'TNFRSF6']	ENSG00000026103.25	25	ENSG00000026103	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:11920	Fas cell surface death receptor	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11920	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	10	linear	907112d17fcb73bcab1ed1c72b97ce68	89029605	75793	88953813	forward	1
FBN1	fibrillin 1	['FBN', 'MASS', 'MFS1', 'OCTD', 'SGS', 'WMS']	ENSG00000166147.16	16	ENSG00000166147	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3603	fibrillin 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3603	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	15	linear	f036bd11158407596ca6bf3581454706	48645721	237409	48408313	reverse	-1
FGFR2	fibroblast growth factor receptor 2	['BEK', 'CD332', 'CEK3', 'CFD1', 'ECT1', 'JWS', 'K-SAM', 'KGFR', 'TK14', 'TK25']	ENSG00000066468.24	24	ENSG00000066468	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:3689	fibroblast growth factor receptor 2	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3689	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	10	linear	907112d17fcb73bcab1ed1c72b97ce68	121598458	120127	121478332	reverse	-1
GATA3	GATA binding protein 3	['HDR']	ENSG00000107485.18	18	ENSG00000107485	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4172	GATA binding protein 3	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4172	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	10	linear	907112d17fcb73bcab1ed1c72b97ce68	8075198	29821	8045378	forward	1
GCK	glucokinase	['HK4', 'MODY2']	ENSG00000106633.18	18	ENSG00000106633	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4195	glucokinase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4195	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	7	linear	94eef2b96fd5a7c8db162c8c74378039	44198170	54958	44143213	reverse	-1
GSR	glutathione-disulfide reductase	[]	ENSG00000104687.14	14	ENSG00000104687	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4623	glutathione-disulfide reductase	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4623	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	8	linear	c67955b5f7815a9a1edfaa15893d3616	30727846	49781	30678066	reverse	-1
HIF1A	hypoxia inducible factor 1 subunit alpha	['BHLHE78', 'HIF-1ALPHA', 'HIF1', 'MOP1', 'PASD8']	ENSG00000100644.17	17	ENSG00000100644	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:4910	hypoxia inducible factor 1 subunit alpha	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4910	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	14	linear	acbd9552c059d9b403e75ed26c1ce5bc	61748259	52747	61695513	forward	1
HP	haptoglobin	[]	ENSG00000257017.10	10	ENSG00000257017	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:5141	haptoglobin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5141	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	16	linear	24e7cabfba3548a2bb4dff582b9ee870	72061055	6551	72054505	forward	1
JAG1	jagged canonical Notch ligand 1	['AGS', 'AHD', 'AWS', 'CD339', 'HJ1', 'JAGL1']	ENSG00000101384.12	12	ENSG00000101384	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:6188	jagged canonical Notch ligand 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6188	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	20	linear	b18e6c531b0bd70e949a7fc20859cb01	10673999	36316	10637684	reverse	-1
TTN	titin	['CMD1G', 'CMH9', 'CMPD4', 'FLJ32040', 'LGMD2J', 'MYLK5', 'TMD']	ENSG00000155657.29	29	ENSG00000155657	Gene	protein_coding	2b5fb047-5992-4dfb-b2fa-1fb4e18d1abb	HGNC:12403	titin	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12403	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org	1	GCA_000001405.29	Homo sapiens	9606	2	linear	4bb4f82880a14111eb7327169ffb729b	178830802	304814	178525989	reverse	-1
mRpS25	mitochondrial ribosomal protein S25	[]	GeneID_732897		GeneID_732897	Gene	protein_coding	d920ae04-8caf-4dac-9ed3-d4e7326327e1	mRpS25		https://metazoa.ensembl.org/id/mRpS25	Ensembl_Metazoa	Ensembl Metazoa	Enzembl Metazoa at EBI	https://metazoa.ensembl.org/		GCF_030269925.1	Bombyx mori	7091	NC_085132.1	linear	36a876d0c273159cbd3e8786b8db10d0	3092964	1614	3091351	forward	1
JAG1	jagged canonical Notch ligand 1	[]	ENSBTAG00070018724.1	1	ENSBTAG00070018724	Gene	protein_coding	8c31359e-d624-4635-860e-9a92cde3dac2	HGNC:6188	jagged canonical Notch ligand 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6188	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org		GCA_002263795.4	Bos taurus	9913	13	linear	1dcc2623395d647b5bbfa603b8c9a698	3984202	44394	3939809	reverse	-1
JAG1	jagged canonical Notch ligand 1	[]	ENSBTAG00070015195.1	1	ENSBTAG00070015195	Gene	protein_coding	8c31359e-d624-4635-860e-9a92cde3dac2	HGNC:6188	jagged canonical Notch ligand 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6188	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org		GCA_002263795.4	Bos taurus	9913	7	linear	a5ec5be4666bc8482752c5c464dcc8a8	17633296	76068	17557229	reverse	-1
HSPA13	heat shock protein family A (Hsp70) member 13	[]	ENSBTAG00000012908.5	5	ENSBTAG00000012908	Gene	protein_coding	0b73cd78-65a8-479e-9c61-87ad64e4a81c	HGNC:11375	heat shock protein family A (Hsp70) member 13	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11375	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org		GCA_002263795.3	Bos taurus	9913	1	linear	9f1e20f56671ea323b75f6a3356048bb	22794051	10133	22783919	forward	1
RIPOR1	RHO family interacting cell polarization regulator 1	[]	LOC122369632		LOC122369632	Gene	protein_coding	195ca575-8bae-4d58-a594-a0a0fb9e70aa	HGNC:25836	RHO family interacting cell polarization regulator 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25836	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org		GCF_019059575.1	Amphibalanus amphitrite	1232801	JAHNUP010001054.1	linear	b74c674e3388796d08f873101a9bd131	188996	64214	124783	forward	1
RIPOR1	RHO family interacting cell polarization regulator 1	[]	LOC122371478		LOC122371478	Gene	protein_coding	195ca575-8bae-4d58-a594-a0a0fb9e70aa	HGNC:25836	RHO family interacting cell polarization regulator 1	https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25836	HGNC	HGNC Symbol	HUGO Genome Nomenclature Committee	https://www.genenames.org		GCF_019059575.1	Amphibalanus amphitrite	1232801	JAHNUP010001244.1	linear	fb8cca347fdda264b0c2056536cec68c	178766	35558	143209	forward	1
Actb	actin, beta	['A-X actin-like protein', 'Actx', 'beta-actin', 'E430023M04Rik']	ENSMUSG00000029580.15	15	ENSMUSG00000029580	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:87904	actin, beta	http://www.informatics.jax.org/accession/MGI:87904	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	5	linear	ded8e8ee2aae6a3e8c081e1a7c2e7c26	142892509	3640	142888870	reverse	-1
Gapdh	glyceraldehyde-3-phosphate dehydrogenase	['Gapd']	ENSMUSG00000057666.19	19	ENSMUSG00000057666	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:95640	glyceraldehyde-3-phosphate dehydrogenase	http://www.informatics.jax.org/accession/MGI:95640	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	6	linear	314397656eb3d25aaa70d407df67c6a8	125143430	4753	125138678	reverse	-1
Pparg	peroxisome proliferator activated receptor gamma	['Nr1c3', 'PPAR-gamma', 'Ppar-gamma2', 'PPARgamma', 'PPARgamma2']	ENSMUSG00000000440.13	13	ENSMUSG00000000440	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:97747	peroxisome proliferator activated receptor gamma	http://www.informatics.jax.org/accession/MGI:97747	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	6	linear	314397656eb3d25aaa70d407df67c6a8	115467360	129449	115337912	forward	1
Tbp	TATA box binding protein	['Gtf2d']	ENSMUSG00000014767.18	18	ENSMUSG00000014767	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:101838	TATA box binding protein	http://www.informatics.jax.org/accession/MGI:101838	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	17	linear	ca46671b6cafa344dddca2e6b0db0991	15748641	28492	15720150	forward	1
B2m	beta-2 microglobulin	['beta 2 microglobulin', 'beta2-m', 'Ly-m11']	ENSMUSG00000060802.9	9	ENSMUSG00000060802	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:88127	beta-2 microglobulin	http://www.informatics.jax.org/accession/MGI:88127	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	2	linear	08bc6a9988099d0d4cc457341933249a	121983564	5398	121978167	forward	1
H2-Ab1	histocompatibility 2, class II antigen A, beta 1	['A beta', 'Abeta', 'H-2Ab', 'H2-Ab', 'I-A<b>', 'I-Abeta', 'Ia-2', 'Ia2', 'IAb', 'Rmcs1']	ENSMUSG00000073421.7	7	ENSMUSG00000073421	Gene	protein_coding	ce9c01fe-1d5c-4fea-a96a-b8eb3c3586f4	MGI:103070	histocompatibility 2, class II antigen A, beta 1	http://www.informatics.jax.org/accession/MGI:103070	MGI	MGI Symbol	Mouse Genome Informatics Database	http://www.informatics.jax.org/		GCA_000001635.9	Mus musculus	10090	17	linear	ca46671b6cafa344dddca2e6b0db0991	34488393	11731	34476663	forward	1
